,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Keywords,Organization Categories
18398,0.0,1.0,0.0,0.0,2021-01-04,LineMaster Switch Corp & Footworks LLC,True,10.0,True,False,True,False,True,False,False,"['linemaster', 'switch', 'llc', 'footworks', 'corp']",Corporation
18399,0.0,1.0,0.0,0.0,2021-01-04,Kingswood Oxford School,False,40.0,True,False,False,False,True,False,False,"['kingswood', 'school', 'oxford']",Other
18400,0.0,0.0,1.0,0.0,2021-01-04,Matson Navigation Company,True,375.0,True,False,False,False,True,False,False,"['matson', 'navigation', 'company']",Corporation
18401,0.0,1.0,0.0,0.0,2021-01-05,The Village Bank,False,1.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
18402,0.0,1.0,0.0,0.0,2021-01-05,St. Mary's Credit Union,False,4.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
18403,0.0,1.0,0.0,0.0,2021-01-05,Liberty Christian School,False,2.0,True,False,False,False,True,False,False,"['liberty', 'school', 'christian']",Other
18404,0.0,1.0,0.0,0.0,2021-01-05,Rockland Trust,True,1.0,False,True,False,False,True,False,False,"['trust', 'rockland']",Other
18405,0.0,1.0,0.0,0.0,2021-01-05,"American Express Travel Related Services Company, Inc.",False,336.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'company', 'inc']",Technology
18406,0.0,1.0,0.0,0.0,2021-01-05,South Country Health Alliance,True,17.0,True,False,False,False,True,False,False,"['country', 'health', 'south', 'alliance']",Healthcare
18407,0.0,1.0,0.0,0.0,2021-01-05,"Paddock Publications, Inc.",True,15.0,True,True,False,False,True,False,False,"['inc', 'publications', 'paddock']",Technology
18408,0.0,1.0,0.0,0.0,2021-01-06,Porter Gaud School,False,3.0,True,False,False,False,True,False,False,"['gaud', 'school', 'porter']",Other
18409,0.0,1.0,0.0,0.0,2021-01-06,Dassault Falcon Jet Corp.,True,31.0,True,True,True,False,True,False,False,"['falcon', 'jet', 'corp', 'dassault']",Technology
18410,0.0,1.0,0.0,0.0,2021-01-06,Francis Parker School,False,1.0,True,False,False,False,True,False,False,"['francis', 'school', 'parker']",Other
18411,0.0,1.0,0.0,0.0,2021-01-06,Rockland Trust,True,2.0,False,True,False,False,True,False,False,"['trust', 'rockland']",Other
18412,0.0,1.0,0.0,0.0,2021-01-06,The Governor's Academy,False,1409.0,True,False,False,False,True,False,False,"['governor', 'academy']",Technology
18413,0.0,1.0,0.0,0.0,2021-01-06,Watertown Savings Bank,False,3.0,False,False,False,True,False,False,False,"['savings', 'watertown', 'bank']",Finance
18414,0.0,1.0,0.0,0.0,2021-01-06,"Bay State Community Services, Inc.",True,1.0,True,False,False,False,True,False,False,"['services', 'state', 'bay', 'community', 'inc']",Corporation
18415,0.0,1.0,0.0,0.0,2021-01-06,North Shore Medical Center,True,1.0,True,False,False,False,True,False,False,"['medical', 'shore', 'center', 'north']",Technology
18416,0.0,1.0,0.0,0.0,2021-01-06,Charleston Day School,False,1.0,True,False,False,False,True,False,False,"['charleston', 'school', 'day']",Other
18417,0.0,1.0,0.0,0.0,2021-01-06,"BlueCross BlueShield of Tennessee, Inc.",False,3.0,True,False,False,False,True,False,False,"['bluecross', 'tennessee', 'inc', 'blueshield']",Corporation
18418,0.0,1.0,0.0,0.0,2021-01-06,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18419,0.0,0.0,1.0,0.0,2021-01-06,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18420,0.0,1.0,0.0,0.0,2021-01-06,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18421,0.0,1.0,0.0,0.0,2021-01-06,Bay Cove Human Services,True,1.0,False,False,False,False,False,False,False,"['bay', 'cove', 'human', 'services']",Corporation
18422,0.0,1.0,0.0,0.0,2021-01-06,SAVERS BANK,False,2.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
18423,0.0,1.0,0.0,0.0,2021-01-07,Old Trail School,False,6.0,True,False,False,False,True,False,False,"['old', 'trail', 'school']",Other
18424,0.0,1.0,0.0,0.0,2021-01-07,"General Datatech, LP",True,14.0,True,True,False,False,True,False,False,"['general', 'datatech', 'lp']",Technology
18425,0.0,1.0,0.0,0.0,2021-01-07,The Village Bank,False,1.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
18426,0.0,0.0,1.0,0.0,2021-01-07,"American Express Travel Related Services Company, Inc",False,34.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'company', 'inc']",Technology
18427,0.0,1.0,0.0,0.0,2021-01-07,EmPower HR,True,5.0,True,False,False,False,True,False,False,"['empower', 'hr']",Other
18428,0.0,1.0,0.0,0.0,2021-01-07,American Express Travel Related Services,False,3.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american']",Technology
18429,0.0,1.0,0.0,0.0,2021-01-07,Kents Hill School,False,253.0,True,False,False,False,True,False,False,"['school', 'kents', 'hill']",Other
18430,0.0,1.0,0.0,0.0,2021-01-07,"Tighe & Bond, Inc.",False,664.0,True,False,False,False,True,False,False,"['bond', 'inc', 'tighe']",Corporation
18431,0.0,1.0,0.0,0.0,2021-01-08,"JPMorgan Chase Bank, N.A.",True,1.0,True,True,False,False,True,False,False,"['chase', 'bank', 'jpmorgan']",Finance
18432,0.0,1.0,0.0,0.0,2021-01-08,"Wilmington Surgical Associates, P.A.",True,51.0,True,False,False,False,True,False,False,"['wilmington', 'surgical', 'associates']",Technology
18433,0.0,1.0,0.0,0.0,2021-01-08,WINCHESTER SAVINGS BANK,False,3.0,False,False,False,True,False,False,False,"['savings', 'winchester', 'bank']",Finance
18434,0.0,1.0,0.0,0.0,2021-01-08,"Granderson Des Rochers, LLP",True,1.0,True,False,False,False,True,False,False,"['llp', 'rochers', 'des', 'granderson']",Other
18435,0.0,1.0,0.0,0.0,2021-01-08,"Charles Schwab & Co., Inc.",True,1.0,False,True,False,False,False,False,False,"['inc', 'schwab', 'charles']",Corporation
18436,0.0,1.0,0.0,0.0,2021-01-08,County of Mercer,True,1.0,True,False,False,False,True,False,False,"['county', 'mercer']",Finance
18437,0.0,1.0,0.0,0.0,2021-01-08,Nitta Corporation of America,True,1.0,True,False,False,False,True,False,False,"['america', 'corporation', 'nitta']",Technology
18438,0.0,1.0,0.0,0.0,2021-01-08,Massachusetts Department of Transportation Registry of Motor Vehicles,True,1.0,False,False,True,False,False,False,False,"['motor', 'transportation', 'registry', 'massachusetts', 'vehicles', 'department']",Other
18439,0.0,0.0,1.0,0.0,2021-01-08,"CION Investment Group, LLC",True,2.0,True,False,False,False,True,False,False,"['investment', 'llc', 'group', 'cion']",Finance
18440,0.0,1.0,0.0,0.0,2021-01-08,"Wells Fargo Bank, N.A.",True,3.0,False,True,False,False,True,False,False,"['fargo', 'bank', 'wells']",Finance
18441,0.0,1.0,0.0,0.0,2021-01-08,Annunciation Orthodox School,False,3.0,True,False,False,False,True,False,False,"['orthodox', 'annunciation', 'school']",Other
18442,0.0,1.0,0.0,0.0,2021-01-08,Mascoutah School District 19,True,1.0,True,False,False,False,True,False,False,"['district', 'mascoutah', 'school', '19']",Corporation
18443,0.0,1.0,0.0,0.0,2021-01-08,US Fertility LLC,True,2936.0,True,False,True,False,True,False,False,"['us', 'llc', 'fertility']",Corporation
18444,0.0,1.0,0.0,0.0,2021-01-08,Shattuck-St. Mary's School,True,4.0,True,True,True,False,True,False,False,"['school', 'mary']",Other
18445,0.0,1.0,0.0,0.0,2021-01-08,Roper St. Francis Healthcare,True,13.0,True,False,False,False,True,False,False,"['roper', 'francis', 'healthcare']",Technology
18446,0.0,1.0,0.0,0.0,2021-01-08,St. Norbert College,True,11.0,True,True,False,False,True,False,False,"['college', 'norbert']",Corporation
18447,0.0,1.0,0.0,0.0,2021-01-09,"American Anesthesiology, Inc.",True,419.0,True,True,True,True,True,False,False,"['american', 'anesthesiology', 'inc']",Technology
18448,0.0,1.0,0.0,0.0,2021-01-10,American Health Information Management Association,False,145.0,False,False,False,True,True,False,False,"['association', 'health', 'information', 'american', 'management']",Technology
18449,0.0,1.0,0.0,0.0,2021-01-11,PASCO scientific,True,3.0,True,False,False,False,True,False,False,"['pasco', 'scientific']",Technology
18450,0.0,0.0,1.0,0.0,2021-01-11,The Village Bank,False,1.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
18451,0.0,1.0,0.0,0.0,2021-01-11,Robinson Financial Group,True,2.0,True,False,True,False,True,False,False,"['financial', 'robinson', 'group']",Healthcare
18452,0.0,1.0,0.0,0.0,2021-01-11,"Town of Bedford, Massachusetts",True,33.0,False,True,False,False,True,False,False,"['town', 'bedford', 'massachusetts']",Other
18453,0.0,1.0,0.0,0.0,2021-01-11,Veritex Holdings Inc.,True,36.0,True,True,False,True,True,False,False,"['inc', 'holdings', 'veritex']",Corporation
18454,0.0,1.0,0.0,0.0,2021-01-12,Bay Cove Human Services,False,11.0,False,False,False,False,True,False,False,"['bay', 'cove', 'human', 'services']",Corporation
18455,0.0,1.0,0.0,0.0,2021-01-12,Country Bank,True,875.0,False,True,False,False,False,False,False,"['country', 'bank']",Finance
18456,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18457,0.0,1.0,0.0,0.0,2021-01-12,Main Street Bank,False,2.0,False,False,False,True,False,False,False,"['street', 'main', 'bank']",Finance
18458,1.0,0.0,0.0,0.0,2021-01-12,"J.V. Dell, PC",True,4.0,True,False,False,False,True,False,False,"['pc', 'dell']",Other
18459,0.0,1.0,0.0,0.0,2021-01-12,"SouthBeachSmoke.com, Vaporfi.com & Directvapor.com",True,82.0,False,False,False,True,False,False,False,[],Corporation
18460,0.0,1.0,0.0,0.0,2021-01-12,St. John's Jesuit High School & Academy,False,7.0,True,False,False,False,True,False,False,"['high', 'jesuit', 'school', 'john', 'academy']",Technology
18461,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18462,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,2.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18463,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18464,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18465,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18466,0.0,0.0,1.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18467,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18468,0.0,1.0,0.0,0.0,2021-01-12,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18469,0.0,1.0,0.0,0.0,2021-01-12,Fort McClellan Credit Union,True,1.0,True,False,False,False,True,False,False,"['union', 'fort', 'mcclellan', 'credit']",Healthcare
18470,0.0,1.0,0.0,0.0,2021-01-12,American Federation of Musicians and Employers' Pension Fund,True,11.0,True,False,False,False,True,False,False,"['musicians', 'pension', 'employers', 'federation', 'american', 'fund']",Technology
18471,0.0,1.0,0.0,0.0,2021-01-12,President and Fellows of Harvard College,False,136.0,True,True,True,True,True,False,False,"['college', 'harvard', 'fellows', 'president']",Corporation
18472,0.0,1.0,0.0,0.0,2021-01-12,Frame It Easy,True,146.0,False,False,False,True,True,False,False,"['easy', 'frame']",Other
18473,0.0,1.0,0.0,0.0,2021-01-12,Grinnell College,False,1.0,True,False,False,False,True,False,False,"['grinnell', 'college']",Corporation
18474,0.0,1.0,0.0,0.0,2021-01-12,Wayne State Foundation,False,23.0,True,False,False,False,True,False,False,"['wayne', 'foundation', 'state']",Corporation
18475,0.0,1.0,0.0,0.0,2021-01-12,"Wells Fargo Bank, N.A.",False,1.0,False,True,False,False,True,False,False,"['fargo', 'bank', 'wells']",Finance
18476,0.0,1.0,0.0,0.0,2021-01-12,Kuberneo CPA,True,1.0,True,False,False,False,True,False,False,"['kuberneo', 'cpa']",Other
18477,0.0,1.0,0.0,0.0,2021-01-12,"National Board for Certified Counselors, Inc",True,11973.0,True,False,False,False,True,False,False,"['certified', 'national', 'inc', 'counselors', 'board']",Corporation
18478,0.0,1.0,0.0,0.0,2021-01-12,"GreeneHurlocker, PLC",True,3.0,True,True,True,False,True,False,False,"['greenehurlocker', 'plc']",Other
18479,0.0,1.0,0.0,0.0,2021-01-12,Los Angeles Community College District,False,64.0,True,False,False,False,True,False,False,"['los', 'district', 'college', 'community', 'angeles']",Corporation
18480,0.0,1.0,0.0,0.0,2021-01-13,Rockland Trust,True,1.0,False,True,False,False,True,False,False,"['trust', 'rockland']",Other
18481,0.0,1.0,0.0,0.0,2021-01-13,"Coastal Equities, Inc",False,3.0,True,False,False,False,True,False,False,"['coastal', 'inc', 'equities']",Corporation
18482,0.0,1.0,0.0,0.0,2021-01-13,ZOLL Medical,True,55.0,True,False,False,False,True,False,True,"['medical', 'zoll']",Technology
18483,0.0,1.0,0.0,0.0,2021-01-13,Waters & Kraus LLP,True,231.0,True,False,True,False,True,False,False,"['kraus', 'waters', 'llp']",Other
18484,0.0,1.0,0.0,0.0,2021-01-13,"U.S. Bank, N.A.",False,1.0,True,True,True,False,True,False,False,['bank'],Finance
18485,0.0,1.0,0.0,0.0,2021-01-13,Gann Academy The New Jewish High School of Greater Boston,False,257.0,True,False,False,False,True,False,False,"['new', 'high', 'greater', 'jewish', 'gann', 'boston', 'school', 'academy']",Technology
18486,0.0,1.0,0.0,0.0,2021-01-13,The Frederick Gunn School,False,13.0,True,False,False,False,True,False,False,"['frederick', 'school', 'gunn']",Other
18487,0.0,1.0,0.0,0.0,2021-01-14,"DCU Financial Insurance Services, LLC",False,1.0,False,False,True,False,True,False,False,"['dcu', 'services', 'financial', 'insurance', 'llc']",Healthcare
18488,0.0,1.0,0.0,0.0,2021-01-14,"American Express Travel Related Services Company, Inc.",False,1629.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'company', 'inc']",Technology
18489,0.0,1.0,0.0,0.0,2021-01-14,Salem Five Cents Savings Bank,False,1.0,False,True,False,False,False,False,False,"['savings', 'five', 'cents', 'salem', 'bank']",Finance
18490,0.0,1.0,0.0,0.0,2021-01-14,Dana Hall School,False,2.0,True,False,False,False,True,False,False,"['hall', 'dana', 'school']",Other
18491,0.0,1.0,0.0,0.0,2021-01-14,Terra Foundation for American Art,False,3.0,True,True,False,False,True,False,False,"['american', 'art', 'foundation', 'terra']",Technology
18492,0.0,1.0,0.0,0.0,2021-01-14,"American Express Travel Related Services Company, Inc.",False,1.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'company', 'inc']",Technology
18493,0.0,1.0,0.0,0.0,2021-01-14,"E.R. Snell Contractor, Inc",True,1.0,True,False,False,False,True,False,False,"['contractor', 'snell', 'inc']",Corporation
18494,0.0,1.0,0.0,0.0,2021-01-14,"Spinnaker Management Group, LLC",True,30.0,True,True,False,False,True,False,False,"['llc', 'management', 'group', 'spinnaker']",Corporation
18495,0.0,1.0,0.0,0.0,2021-01-15,Rockland Trust,True,1.0,False,True,False,False,True,False,False,"['trust', 'rockland']",Other
18496,0.0,1.0,0.0,0.0,2021-01-15,"JPMorgan Chase Bank, N.A.",True,2.0,False,True,True,False,True,False,False,"['chase', 'bank', 'jpmorgan']",Finance
18497,0.0,0.0,1.0,0.0,2021-01-15,Rockland Trust,True,2.0,False,True,False,False,True,False,False,"['trust', 'rockland']",Other
18498,0.0,1.0,0.0,0.0,2021-01-15,Rockland Trust,True,2.0,False,True,False,False,True,False,False,"['trust', 'rockland']",Other
18499,0.0,1.0,0.0,0.0,2021-01-15,The Newark Museum of Art,True,4.0,True,True,False,False,True,False,False,"['newark', 'art', 'museum']",Other
18500,0.0,1.0,0.0,0.0,2021-01-15,Massachusetts Department of Unemployment Assistance,True,5.0,True,False,False,False,True,False,False,"['unemployment', 'assistance', 'massachusetts', 'department']",Other
18501,0.0,1.0,0.0,0.0,2021-01-15,Benedictine Abbey of Newark a/k/a St. Benedict's Preparatory School,False,1.0,True,False,False,False,True,False,False,"['benedictine', 'abbey', 'newark', 'benedict', 'school', 'preparatory']",Other
18502,0.0,1.0,0.0,0.0,2021-01-15,Mattapan Community Health Center,True,1.0,True,False,False,False,False,False,False,"['mattapan', 'community', 'health', 'center']",Healthcare
18503,0.0,0.0,1.0,0.0,2021-01-15,"Moss, Inc.",True,2.0,False,False,False,True,False,False,False,"['moss', 'inc']",Corporation
18504,0.0,1.0,0.0,0.0,2021-01-15,Krapf Group,True,3.0,True,False,False,False,True,False,False,"['krapf', 'group']",Other
18505,0.0,1.0,0.0,0.0,2021-01-18,"Charm Sciences, Inc.",True,336.0,True,False,False,False,True,False,False,"['inc', 'sciences', 'charm']",Technology
18506,0.0,1.0,0.0,0.0,2021-01-18,"ALE Solutions, Inc.",True,423.0,True,False,False,False,True,False,False,"['solutions', 'inc', 'ale']",Corporation
18507,0.0,1.0,0.0,0.0,2021-01-19,Helen Keller International,False,1.0,False,True,False,False,True,False,False,"['helen', 'international', 'keller']",Corporation
18508,0.0,1.0,0.0,0.0,2021-01-19,New York Legal Assistance Group,True,13.0,True,True,True,True,True,False,False,"['new', 'york', 'assistance', 'group', 'legal']",Other
18509,0.0,1.0,0.0,0.0,2021-01-19,The Village Bank,False,1.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
18510,0.0,1.0,0.0,0.0,2021-01-19,Staten Island Academy,False,2.0,True,False,False,False,True,False,False,"['staten', 'academy', 'island']",Technology
18511,0.0,1.0,0.0,0.0,2021-01-19,"Village of New Lexington, Ohio",True,2.0,True,False,True,False,True,False,False,"['lexington', 'new', 'ohio', 'village']",Other
18512,0.0,1.0,0.0,0.0,2021-01-20,Fairmont Private School,False,1.0,True,False,False,False,True,False,False,"['private', 'fairmont', 'school']",Other
18513,0.0,1.0,0.0,0.0,2021-01-20,"Asheville School, Inc",False,5.0,True,False,False,False,True,False,False,"['school', 'asheville', 'inc']",Corporation
18514,0.0,1.0,0.0,0.0,2021-01-20,Father Bill's & Mainspring,True,303.0,True,True,True,False,True,False,False,"['father', 'mainspring', 'bill']",Other
18515,0.0,1.0,0.0,0.0,2021-01-20,Apple Inc.,False,4.0,False,False,False,True,True,False,False,"['inc', 'apple']",Corporation
18516,0.0,1.0,0.0,0.0,2021-01-20,Arbour Counseling Services,True,1.0,False,False,False,False,False,False,False,"['counseling', 'arbour', 'services']",Corporation
18517,0.0,1.0,0.0,0.0,2021-01-20,Eastern Bank,False,152.0,False,False,False,True,False,False,False,"['bank', 'eastern']",Finance
18518,0.0,1.0,0.0,0.0,2021-01-20,ACRES Capital  Debit Opportunity Fund L.P.,False,2.0,True,True,False,False,True,False,False,"['opportunity', 'capital', 'acres', 'fund', 'debit']",Technology
18519,0.0,1.0,0.0,0.0,2021-01-20,Main Street Bank,False,1.0,False,False,False,True,False,False,False,"['street', 'main', 'bank']",Finance
18520,0.0,1.0,0.0,0.0,2021-01-20,American Civil Liberties Union of Massachusetts,True,3.0,True,False,False,False,False,False,False,"['civil', 'american', 'liberties', 'union', 'massachusetts']",Technology
18521,0.0,1.0,0.0,0.0,2021-01-20,UFCW Local 1776,True,2.0,True,False,False,False,True,False,False,"['ufcw', '1776', 'local']",Technology
18522,0.0,1.0,0.0,0.0,2021-01-20,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
18523,0.0,1.0,0.0,0.0,2021-01-20,Main Street Bank,False,1.0,False,False,False,True,True,False,False,"['street', 'main', 'bank']",Finance
18524,0.0,1.0,0.0,0.0,2021-01-21,First Bank & Trust,False,3.0,True,False,False,False,True,False,False,"['trust', 'first', 'bank']",Finance
18525,0.0,1.0,0.0,0.0,2021-01-21,South Georgia Bank,False,3.0,True,True,False,False,True,False,False,"['south', 'bank', 'georgia']",Finance
18526,0.0,1.0,0.0,0.0,2021-01-21,St. Mary's Credit Union,False,4.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
18527,0.0,1.0,0.0,0.0,2021-01-21,BSH Home Appliances Corp,True,11.0,False,False,False,True,True,False,False,"['corp', 'home', 'appliances', 'bsh']",Corporation
18528,0.0,1.0,0.0,0.0,2021-01-21,"Direct Energy LP, together w/ its affiliates First Choice Power, LLC & Home Warranty of America Inc.",False,655.0,True,True,False,True,True,False,False,"['together', 'america', 'direct', 'affiliates', 'energy', 'first', 'lp', 'home', 'choice', 'power', 'inc', 'llc', 'warranty']",Technology
18529,0.0,1.0,0.0,0.0,2021-01-21,St. Paul's School,False,814.0,True,False,False,False,True,False,False,"['school', 'paul']",Other
18530,0.0,1.0,0.0,0.0,2021-01-21,The Village Bank,False,2.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
18531,0.0,1.0,0.0,0.0,2021-01-21,"American Bank Systems, Inc.",True,1.0,True,False,False,False,True,False,False,"['american', 'inc', 'bank', 'systems']",Technology
18532,0.0,1.0,0.0,0.0,2021-01-21,Weleyan Christian Academy,False,4.0,True,False,False,False,True,False,False,"['academy', 'weleyan', 'christian']",Technology
18533,0.0,1.0,0.0,0.0,2021-01-21,Allstate Insurance Company,True,1.0,False,False,True,False,True,False,False,"['company', 'insurance', 'allstate']",Finance
18534,0.0,1.0,0.0,0.0,2021-01-21,Kantar LLC,True,4.0,True,False,False,False,True,False,False,"['kantar', 'llc']",Corporation
18535,0.0,0.0,1.0,0.0,2021-01-21,"DJO Global, Inc.",True,6.0,True,True,True,True,True,False,False,"['global', 'inc', 'djo']",Healthcare
18536,0.0,1.0,0.0,0.0,2021-01-21,"Simpsoon Senior Services, Inc.",True,3.0,True,False,False,False,True,False,False,"['inc', 'simpsoon', 'senior', 'services']",Corporation
18537,0.0,1.0,0.0,0.0,2021-01-21,Main Street Bank,False,1.0,False,False,False,True,False,False,False,"['street', 'main', 'bank']",Finance
18538,0.0,1.0,0.0,0.0,2021-01-22,Landon School Corporation,False,16.0,True,False,False,False,True,False,False,"['landon', 'school', 'corporation']",Corporation
18539,0.0,1.0,0.0,0.0,2021-01-22,Lenox Advisors,True,19.0,True,True,True,False,True,False,False,"['lenox', 'advisors']",Other
18540,0.0,0.0,1.0,0.0,2021-01-22,Clarus Corporation,True,10.0,True,False,False,False,True,False,False,"['clarus', 'corporation']",Corporation
18541,0.0,1.0,0.0,0.0,2021-01-22,TrustLawyer LLC,True,3.0,True,False,False,False,True,False,False,"['trustlawyer', 'llc']",Corporation
18542,0.0,1.0,0.0,0.0,2021-01-22,"Cygilant, Inc.",True,229.0,True,True,True,True,True,False,False,"['inc', 'cygilant']",Corporation
18543,0.0,1.0,0.0,0.0,2021-01-22,Abington Friends School,False,4.0,True,False,False,False,True,False,False,"['school', 'abington', 'friends']",Other
18544,0.0,0.0,1.0,0.0,2021-01-22,Principal Life Insurance Company,True,2.0,False,True,False,False,False,False,False,"['principal', 'life', 'insurance', 'company']",Finance
18545,0.0,1.0,0.0,0.0,2021-01-22,"Leon Medical Centers, LLC",True,1.0,True,False,False,False,True,False,False,"['centers', 'llc', 'medical', 'leon']",Technology
18546,0.0,1.0,0.0,0.0,2021-01-22,Webster Five Cents Savings Bank,False,19.0,False,False,False,True,False,False,False,"['webster', 'savings', 'five', 'cents', 'bank']",Finance
18547,0.0,1.0,0.0,0.0,2021-01-22,"Master Halco, Inc.",True,7.0,True,True,True,True,True,False,False,"['master', 'inc', 'halco']",Corporation
18548,0.0,1.0,0.0,0.0,2021-01-22,"T2 US, LLC",False,2.0,True,True,False,False,True,False,False,"['us', 't2', 'llc']",Corporation
18549,0.0,1.0,0.0,0.0,2021-01-22,New Hampton School,False,364.0,True,False,False,False,True,False,False,"['new', 'hampton', 'school']",Other
18550,0.0,1.0,0.0,0.0,2021-01-22,UBS Financial Services Inc.,True,9.0,True,True,False,False,True,False,False,"['ubs', 'inc', 'financial', 'services']",Healthcare
18551,0.0,1.0,0.0,0.0,2021-01-22,ConvenientMD Urgent Care,True,35.0,False,False,False,False,False,False,False,"['care', 'convenientmd', 'urgent']",Technology
18552,0.0,1.0,0.0,0.0,2021-01-22,Christy Sports LLC,False,103.0,False,False,False,True,False,False,False,"['christy', 'llc', 'sports']",Corporation
18553,0.0,1.0,0.0,0.0,2021-01-22,"Arrow Truck Sales, Inc.",True,68.0,True,False,False,False,True,False,False,"['sales', 'arrow', 'inc', 'truck']",Finance
18554,0.0,1.0,0.0,0.0,2021-01-24,"Inroads, Inc.",True,1.0,True,True,True,False,True,False,False,"['inroads', 'inc']",Corporation
18555,0.0,1.0,0.0,0.0,2021-01-25,The Fallon Company LLC,True,22.0,True,True,True,False,True,False,False,"['fallon', 'llc', 'company']",Corporation
18556,0.0,1.0,0.0,0.0,2021-01-25,Massachusetts Mutual Life Insurance Company,False,1.0,True,False,True,False,True,False,False,"['life', 'mutual', 'insurance', 'company', 'massachusetts']",Finance
18557,0.0,1.0,0.0,0.0,2021-01-25,Sher Tremonte LLP,True,5.0,True,True,True,True,True,False,False,"['tremonte', 'sher', 'llp']",Other
18558,0.0,1.0,0.0,0.0,2021-01-25,National Western Life Insurance Company,True,2416.0,True,True,False,True,True,False,False,"['life', 'western', 'insurance', 'national', 'company']",Finance
18559,0.0,1.0,0.0,0.0,2021-01-25,Communications Workers of America,True,297.0,True,False,False,False,True,False,False,"['communications', 'america', 'workers']",Technology
18560,0.0,1.0,0.0,0.0,2021-01-26,Chemstation International Inc.,False,4.0,False,True,False,True,False,False,False,"['chemstation', 'international', 'inc']",Corporation
18561,0.0,1.0,0.0,0.0,2021-01-26,"Bosley, Inc.",True,1727.0,True,True,True,True,True,False,False,"['inc', 'bosley']",Corporation
18562,0.0,1.0,0.0,0.0,2021-01-26,Houston SPCA,False,17.0,False,True,False,False,False,False,False,"['spca', 'houston']",Technology
18563,0.0,0.0,1.0,0.0,2021-01-26,SapphireFoxxBeyond.com,True,34.0,False,False,False,True,False,False,False,[],Corporation
18564,0.0,1.0,0.0,0.0,2021-01-26,Puget Sound Educational Service District,True,1.0,True,False,False,False,True,False,False,"['sound', 'educational', 'district', 'service', 'puget']",Technology
18565,0.0,1.0,0.0,0.0,2021-01-26,Shorecrest Preparatory School,False,4.0,True,False,False,False,True,False,False,"['school', 'preparatory', 'shorecrest']",Other
18566,0.0,1.0,0.0,0.0,2021-01-26,thyssenkrupp Materials,True,474.0,True,True,False,False,True,False,False,"['thyssenkrupp', 'materials']",Other
18567,0.0,1.0,0.0,0.0,2021-01-26,McLean Hospital,True,1.0,False,False,False,False,True,False,False,"['mclean', 'hospital']",Other
18568,0.0,1.0,0.0,0.0,2021-01-26,SN Servicing Corporation,True,136.0,False,True,False,False,True,False,False,"['sn', 'corporation', 'servicing']",Corporation
18569,0.0,1.0,0.0,0.0,2021-01-26,Main Street Bank,False,4.0,False,False,False,True,False,False,False,"['street', 'main', 'bank']",Finance
